t = 100.0 mu = 0.95,
3535.06494140625
2909.603256225586
2722.9516067504883
2443.6659393310547
2643.1483306884766
2281.4047088623047
2545.576950073242
2431.1171264648438
2628.3259887695312
2460.301528930664
2288.04345703125
2314.6510696411133
2421.44482421875
2328.793525695801
2557.3285903930664
2298.2684020996094
2366.106101989746
2438.704376220703
2376.67733001709
2465.3489532470703
2295.165054321289
2337.7762298583984
2247.542106628418
2336.2915954589844
2287.9723892211914
2258.219169616699
2169.9421920776367
2102.8193588256836
2160.5288009643555
2251.708297729492
2052.9149131774902
2139.2032623291016
2054.5038833618164
2025.4945983886719
2010.4799880981445
1990.706428527832
1955.8660125732422
1823.792278289795
1897.3087615966797
1786.1533203125
1875.614372253418
1862.0950622558594
1932.339210510254
1634.8988189697266
1748.5401229858398
1762.2927780151367
1633.228717803955
1638.6639862060547
1584.2830619812012
1642.4285736083984
1544.0782775878906
1534.0401802062988
1493.6400833129883
1551.3266372680664
1503.7848663330078
1501.1713027954102
1475.3805389404297
1495.5200576782227
1388.3133163452148
1311.1396942138672
1349.0089416503906
1380.307731628418
1319.8709602355957
1376.9269409179688
1313.006145477295
1288.1653289794922
1279.2727632522583
1208.2227172851562
1277.8914337158203
1184.3552932739258
1191.0413093566895
1141.4160785675049
1172.7041625976562
1148.0329666137695
1149.1517715454102
1162.4354057312012
1130.8471069335938
1124.66361618042
1142.9225387573242
1133.964900970459
1124.249225616455
1111.3164443969727
1125.1590690612793
1128.875820159912
1123.4097747802734
1112.3966331481934
1113.9401741027832
1108.880039215088
1107.8107681274414
1109.4568939208984
1101.7406272888184
1100.834873199463
1099.8546142578125
1099.108657836914
1089.5161056518555
1089.8843116760254
1090.3435287475586
1088.8333625793457
1093.214916229248
1086.993251800537
1085.0781593322754
1087.8545265197754
1084.635368347168
1083.9805755615234
1083.9805755615234
1084.94974899292
1083.8116760253906
1083.3004608154297
1082.4988822937012
1084.058521270752
1083.0747299194336
1083.6465759277344
1083.4182319641113
1082.7718391418457
1082.766014099121
1081.75931930542
1081.75931930542
1081.75931930542
1081.75931930542
1081.6633644104004
1081.6633644104004
1081.75931930542
1081.75931930542
1081.75931930542
1081.75931930542
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.75931930542
1081.75931930542
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.75931930542
1081.75931930542
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
1081.6633644104004
